Sample	Bin	Taxonomic description	Relative abundance (%)	# contigs	Total length (bp)	Largest contig (bp)	N50	L50	GC%	Coverage	# ORFs	# SSUs	Circular	Putative virus	# reads recruited	% reads assigned	Lowest-rank taxon to which ≥ 75% reads assigned	TaxID	Rate %	Taxon of any rank to which most reads assigned	TaxID	Rate %	CheckM-inferred UID and lineage	Completeness	Contamination	Heterogeneity	5S rRNA	16S rRNA	23S rRNA	# of 20 tRNAs
160	10	putative virus	0.06	1	45,387	 45,387 	45,387	1	32.21	30.85	76	0	yes	yes	 9,605 	7.943	Firmicutes	1239	99.74	Clostridiales bacterium VE202-18	1232446	34.08	1: root	0	0	0	no	no	no	0
160	11	Weissella confusa	0.02	111	140,075	 2,125 	1,217	48	45.4	3.03	138	0	no	no	 3,144 	99.39	Weissella confusa	1583	97.15	Weissella confusa LBAE C39-2	1127131	97.15	1: root	0	0	0	no	no	no	0
510	1	putative virus	7.71	1	44,838	 44,838 	44,838	1	61.02	4350.77	56	0	yes	yes	 1,355,785 	0.048	Bacteria	2	98.17	Enterobacter sp. E20	1560339	16.06	1: root	0	0	0	no	no	no	0
510	2	Lachnospiraceae bacterium	7.26	30	2,729,769	 249,431 	133,277	8	36.96	67.3	2604	4	no	no	 1,271,227 	93.53	Lachnospiraceae	186803	75.85	Clostridium sp. SS2/1	411484	22.98	1212: o__Clostridiales	99.33	2.01	0	no	no	no	18
510	3	putative virus ph13	7.15	13	113,022	 17,086 	13,229	4	38.22	1600.06	108	0	no	yes	 1,264,421 	0.018	Bacteria	2	100	Enterobacter sp. E20	1560339	28.81	1: root	0	0	0	no	no	no	3
510	4	putative virus ph5	5.97	1	145,886	 145,886 	145,886	1	41.73	1034.35	173	0	yes	yes	 1,049,230 	1.766	Bacteroidales	171549	76.96	Prevotella melaninogenica DNF00666	1401073	34.67	1: root	0	0	0	no	no	no	2
510	5	unidentified organism dm1 (Clostridiales-like)	2.59	77	2,897,569	 166,964 	56,220	18	55.31	22.65	2535	3	no	no	 472,147 	10.59	Clostridiales	186802	93.24	Subdoligranulum variabile DSM 15176	411471	20.81	1212: o__Clostridiales	92.52	0.68	0	no	no	no	14
510	6	putative virus ph15	2.42	2	122,822	 72,483 	72,483	1	38.01	499	233	0	no	yes	 424,337 	0.029	Bacteria	2	100	Enterobacter sp. E20	1560339	21.6	1: root	0	0	0	no	no	no	4
510	7	Megamonas sp.	1.82	191	2,062,598	 86,795 	16,253	34	31.19	22.34	2016	1	no	no	 324,240 	84.15	Megamonas	158846	99.82	Megamonas funiformis CAG:377	1263086	59.78	1022: p__Firmicutes	89.32	1.92	0	no	no	no	12
510	8	crAssphage	1.77	7	93,915	 20,554 	16,504	3	29.21	477.52	87	0	no	yes	 309,481 	90.85	uncultured phage crAssphage	1211417	99.57	uncultured phage crAssphage	1211417	99.57	1: root	0	0	0	no	no	no	0
510	9	unidentified organism dm2	0.85	57	1,887,649	 122,248 	47,586	14	47.52	11.39	1770	0	no	no	 149,895 	2.941	Clostridiales	186802	91.77	Lachnospiraceae bacterium 5_1_63FAA	658089	7.85	1120: o__Clostridiales	85.82	0	0	yes	no	no	19
510	10	Ruminococcus sp.	0.79	436	2,440,638	 35,282 	8,057	95	43.08	8.14	2318	0	no	no	 142,872 	93.46	Ruminococcus	1263	99.52	Ruminococcus bicirculans	1160721	65.54	1212: o__Clostridiales	90.47	2.46	20	no	no	no	10
510	11	Methanobrevibacter smithii	0.77	78	1,764,877	 81,353 	37,906	17	31.12	11.06	1708	2	no	no	 135,751 	97.55	Methanobrevibacter smithii	2173	84.91	Methanobrevibacter smithii CAG:186	1263088	14.99	3: p__Euryarchaeota	99.96	0	0	no	no	no	12
510	12	unidentified organism dm2	0.39	628	1,774,743	 14,025 	3,344	171	49.59	5.52	1801	0	no	no	 69,509 	1.742	Bacteria	2	100	Dialister sp. CAG:357	1262869	21.72	1120: o__Clostridiales	75.88	3.01	28.57	no	no	no	4
510	13	Eubacterium sp.	0.33	680	1,399,345	 8,939 	2,277	218	42.71	5.91	1319	0	no	no	 60,907 	96.73	Eubacterium	1730	98.29	Eubacterium rectale CAG:36	1263079	49.73	1286: f__Lachnospiraceae	63.37	2.22	27.27	no	no	no	3
510	14	unidentified organism (Ruminococcus-like)	0.32	676	1,505,863	 11,028 	2,459	197	52.9	5.33	1515	0	no	no	 58,114 	21.41	Ruminococcus	1263	95.36	Ruminococcus callidus ATCC 27760	411473	72.84	1212: o__Clostridiales	67.78	1.29	25	yes	no	no	10
510	15	Eggerthella sp. CAG:298	0.29	417	1,281,856	 14,471 	3,817	112	54.64	5.64	1368	0	no	no	 51,038 	90.11	Eggerthella sp. CAG:298	1262876	98.27	Eggerthella sp. CAG:298	1262876	98.27	2112: p__Actinobacteria	77.19	1.94	0	no	no	no	7
510	16	putative virus ph12 (crish H)	0.12	1	96,268	 96,268 	96,268	1	30.84	31.21	91	0	yes	yes	 20,815 	0.028	Bacteria	2	100	Escherichia coli XH001	1069495	33.33	1: root	0	0	0	no	no	no	0
510	17	unidentified organism	0.05	70	196,563	 14,350 	3,461	18	44.89	5.99	138	2	no	no	 8,452 	0.804	Bacteria	2	100	Cecembia lonarensis LW9	1225176	42.65	203: k__Bacteria	0.86	0	0	no	no	no	2
521	1	putative virus ph2 (crish B)	20.36	5	99,749	 48,601 	34,228	2	32.48	26760.36	171	0	no	yes	 17,873,343 	0.024	Bacteria	2	99.86	Enterobacter sp. E20	1560339	27.96	1: root	0	0	0	no	no	no	0
521	2	Bifidobacterium sp. (a)	14.15	12	2,336,147	 758,201 	211,318	3	59.53	793.79	1976	5	no	no	 12,510,182 	94.92	Bifidobacterium	1678	99.8	Bifidobacterium adolescentis	1680	36.81	1458: f__Bifidobacteriaceae	100	0	0	no	no	no	20
521	3	Bifidobacterium longum	4.7	41	2,328,511	 221,221 	147,471	7	60.15	264.66	2032	3	no	no	 4,165,608 	98.07	Bifidobacterium longum	216816	88.48	Bifidobacterium sp. 12_1_47BFAA	469594	4.96	1462: f__Bifidobacteriaceae	99.23	0.15	0	no	no	no	18
521	4	Collinsella sp.	4.41	46	2,363,659	 178,777 	87,934	9	60.01	244.37	2031	1	no	no	 3,905,707 	81.57	Collinsella	102106	99.35	Collinsella aerofaciens ATCC 25986	411903	35.94	2112: p__Actinobacteria	98.39	1.34	0	yes	no	no	17
521	5	Catenibacterium sp.	1.62	136	2,177,722	 77,614 	24,102	28	33.83	97.45	2150	3	no	no	 1,424,264 	90.88	Catenibacterium	135858	96.66	Catenibacterium sp. CAG:290	1262767	73.42	2372: k__Bacteria	100	0	0	no	no	no	17
521	6	Escherichia coli	1.55	497	4,984,418	 112,682 	19,920	66	50.87	40.76	4667	7	no	no	 1,370,475 	99.95	Escherichia coli	562	96.5	Escherichia coli	562	18.64	5124: f__Enterobacteriaceae	99.97	5.76	95.08	yes	no	no	17
521	7	Eubacterium sp.	1.24	54	2,601,535	 223,605 	79,294	10	41.63	62.26	2388	5	no	no	 1,090,979 	87.92	Eubacterium	1730	95.04	Eubacterium rectale CAG:36	1263079	47.55	1286: f__Lachnospiraceae	97.1	0.48	100	no	yes	no	17
521	8	bacterium LF-3	1.13	60	2,698,528	 241,336 	62,885	12	29.3	55.04	2855	6	no	no	 995,318 	86.03	bacterium LF-3	1504823	97.65	bacterium LF-3	1504823	97.65	2372: k__Bacteria	98.11	0.94	0	yes	no	no	17
521	9	putative virus ph8 (crish I)	1.13	1	95,382	 95,382 	95,382	1	32.33	1555.5	85	0	yes	yes	 992,051 	0.033	Bacteria	2	97.92	Bacteroides caccae CAG:21	1263037	24.4	1: root	0	0	0	no	no	no	0
521	10	Coprococcus sp. CAG:131	0.87	20	2,929,161	 718,197 	190,534	5	43.97	38.81	2555	2	no	no	 764,428 	93.27	Coprococcus sp. CAG:131	1262862	86.36	Coprococcus sp. CAG:131	1262862	86.36	1212: o__Clostridiales	99.33	0	0	no	no	no	18
521	11	unidentified organism dm1 (Clostridiales-like)	0.7	56	2,568,565	 237,899 	63,266	13	55.9	35.69	2224	3	no	no	 622,141 	8.867	Clostridiales	186802	95.37	Subdoligranulum variabile DSM 15176	411471	30.06	1212: o__Clostridiales	97.96	1.36	0	yes	no	no	14
521	12	Eubacterium sp. CAG:202	0.63	28	2,081,701	 225,096 	128,019	6	38.72	39.38	1963	2	no	no	 550,600 	86.67	Eubacterium sp. CAG:202	1262884	95.63	Eubacterium sp. CAG:202	1262884	95.63	1212: o__Clostridiales	97.32	0.34	0	yes	no	no	14
521	13	Blautia sp. CAG:37	0.46	91	2,964,991	 129,572 	59,250	18	48.16	20.21	2627	3	no	no	 405,205 	79.54	Blautia sp. CAG:37	1262757	95.43	Blautia sp. CAG:37	1262757	95.43	1226: o__Clostridiales	97.05	2.22	0	no	no	no	15
521	14	Roseburia sp.	0.45	183	3,179,831	 82,798 	28,619	35	43.28	18.56	2754	2	no	no	 397,752 	96.88	Roseburia	841	95.53	Roseburia intestinalis L1-82	536231	46.79	203: k__Bacteria	77.19	7.02	0	no	no	no	11
521	15	unidentified organism dm6	0.27	55	2,141,343	 101,659 	57,961	14	57.57	16.31	1779	2	no	no	 235,747 	3.373	Coriobacteriia	84998	95.88	Slackia piriformis YIT 12062	742818	18.98	2112: p__Actinobacteria	99.19	0.4	0	yes	no	no	17
521	16	crAssphage	0.09	1	96,902	 96,902 	96,902	1	29.18	119.5	93	0	yes	yes	 77,456 	95.36	uncultured phage crAssphage	1211417	99.58	uncultured phage crAssphage	1211417	99.58	1: root	0	0	0	no	no	no	0
521	17	unidentified organism dm2	0.08	628	1,577,822	 11,624 	2,966	179	48.99	6.77	1511	0	no	no	 72,904 	1.013	Firmicutes	1239	75.64	Clostridium sp. CAG:167	1262777	12.04	1120: o__Clostridiales	65.65	2.84	0	no	no	no	3
521	18	Actinomyces sp.	0.06	670	1,221,918	 8,778 	1,891	221	65.32	6.89	1307	0	no	no	 60,203 	88.63	Actinomyces	1654	92.25	Actinomyces sp. ICM54	936549	24.63	1531: f__Actinomycetaceae	58.76	3.62	43.75	no	no	no	4
521	19	unidentified organism	0.03	1	253,239	 253,239 	253,239	1	44.45	16.49	249	0	no	no	 28,054 	0.039	Bacteria	2	100	Escherichia coli XH001	1069495	18.18	1: root	4.17	0	0	no	no	no	15
521	20	putative virus ph9	0.02	1	58,022	 58,022 	58,022	1	48.4	46.41	100	0	no	yes	 18,057 	0.858	Faecalibacterium prausnitzii	853	95.48	Faecalibacterium cf. prausnitzii KLE1255	748224	95.48	1: root	0	0	0	no	no	no	0
521	21	putative virus ph4	0.01	1	44,993	 44,993 	44,993	1	39.42	40.52	54	0	yes	yes	 12,266 	0.048	Bacteria	2	100	Sphingomonas sp. 35-24ZXX	1545915	33.33	1: root	0	0	0	no	no	no	0
521	22	Lactobacillus fermentum	0.01	248	357,039	 3,056 	1,408	97	52.71	4.89	371	0	no	no	 12,269 	95.3	Lactobacillus fermentum	1613	93.72	Lactobacillus fermentum 28-3-CHN	575599	11.72	203: k__Bacteria	18.31	0.86	0	no	no	no	0
521	23	Escherichia coli island	0.01	34	107,061	 11,688 	3,828	10	39.37	14.27	119	0	no	no	 10,379 	97.31	Escherichia coli	562	97.03	Escherichia coli	562	18.71	1: root	0	0	0	no	no	no	0
521	24	putative virus ph3 (crish E)	0.01	10	90,939	 28,041 	9,302	3	35.57	9.95	86	0	no	yes	 6,081 	2.187	Bacteroides	816	100	Bacteroides fluxus YIT 12057	763034	37.59	1: root	0	0	0	no	no	no	9
523	1	Streptococcus gallolyticus	13.65	12	2,218,909	 499,951 	262,417	3	37.51	144.38	2196	1	no	no	 2,209,429 	98.32	Streptococcus gallolyticus	315405	92.94	Streptococcus gallolyticus UCN34	637909	20.99	544: o__Lactobacillales	99.11	0	0	yes	no	no	16
523	2	Collinsella sp.	11.96	50	2,246,722	 188,153 	117,415	8	59.99	125	1871	4	no	no	 1,946,669 	86.61	Collinsella	102106	99.21	Collinsella sp. 4_8_47FAA	742722	35.02	2112: p__Actinobacteria	100	0.81	0	no	no	no	17
523	3	putative virus ph21 (crish G)	10.87	1	95,565	 95,565 	95,565	1	27.86	2670.66	105	0	no	yes	 1,749,451 	0.018	Bacteria	2	100	Enterobacter sp. E20	1560339	25.23	1: root	0	0	0	no	no	no	8
523	4	Akkermansia muciniphila	5.62	37	2,761,021	 275,938 	119,188	7	55.26	47.77	2354	1	no	no	 914,418 	90.83	Akkermansia muciniphila	239935	82.55	Akkermansia muciniphila ATCC BAA-835	349741	43.08	2982: k__Bacteria	97.96	0.68	0	no	no	yes	18
523	5	crAssphage	3.77	2	95,540	 67,046 	67,046	1	29.1	926.31	93	0	no	yes	 608,296 	95.3	uncultured phage crAssphage	1211417	99.62	uncultured phage crAssphage	1211417	99.62	1: root	0	0	0	no	no	no	0
523	6	Methanobrevibacter smithii	3.53	16	1,812,372	 316,986 	190,234	4	30.96	45.69	1745	2	no	no	 572,500 	97.63	Methanobrevibacter smithii	2173	84.78	Methanobrevibacter smithii CAG:186	1263088	15.21	3: p__Euryarchaeota	100	0	0	no	yes	no	15
523	7	Enterococcus faecalis	3.07	41	2,776,211	 293,065 	90,489	11	37.49	25.92	2665	2	no	no	 496,355 	99.88	Enterococcus faecalis	1351	98.77	Enterococcus faecalis	1351	3.1	544: o__Lactobacillales	99.25	0.37	100	no	no	no	18
523	8	unidentified organism	2.8	6	160,457	 44,476 	40,177	2	37.85	409.59	254	0	no	no	 454,273 	0.48	Lachnospiraceae	186803	79.74	Coprococcus comes ATCC 27758	470146	55	1: root	0	0	0	no	no	no	2
523	9	putative virus ph12 (crish H)	1.58	1	88,177	 88,177 	88,177	1	24.99	420.66	86	0	no	yes	 258,985 	0.03	Bacteria	2	100	Enterobacter sp. E20	1560339	11.39	1: root	0	0	0	no	no	no	2
523	10	putative virus ph24	1.2	1	39,069	 39,069 	39,069	1	42.65	719.7	63	0	no	yes	 194,242 	0.078	Lachnospiraceae	186803	75	Dorea formicigenerans 4_6_53AFAA	742765	38.16	1: root	0	0	0	no	no	no	0
523	11	putative virus ph12 (crish H)	1.11	1	92,133	 92,133 	92,133	1	30.77	283.77	92	0	no	yes	 179,510 	0.021	Bacteria	2	100	Enterobacter sp. E20	1560339	20.51	1: root	0	0	0	no	no	no	0
523	12	putative virus ph9	1.05	1	53,601	 53,601 	53,601	1	48.18	460.14	91	0	no	yes	 169,819 	0.136	Faecalibacterium prausnitzii	853	78.79	Faecalibacterium cf. prausnitzii KLE1255	748224	78.79	1: root	0	0	0	no	no	no	1
523	13	Escherichia coli	1.04	1251	4,028,121	 22,939 	4,116	291	51	6.05	3858	0	no	no	 171,430 	99.74	Escherichia coli	562	96.18	Escherichia coli	562	20	5124: f__Enterobacteriaceae	89.57	3.24	54.55	yes	no	no	8
523	14	putative virus ph17	0.83	1	17,880	 17,880 	17,880	1	28.76	1083.99	26	0	no	yes	 132,667 	0.015	Bacteria	2	100	Mycobacterium tuberculosis 210	164513	20	1: root	0	0	0	no	no	no	0
523	15	unidentified organism	0.71	183	1,886,578	 45,966 	15,591	40	51	8.78	1663	1	no	no	 115,157 	3.868	Clostridiales	186802	77.8	Roseburia inulinivorans DSM 16841	622312	13.33	1120: o__Clostridiales	95.57	3.9	16.67	yes	no	no	15
523	16	putative virus ph15	0.59	4	124,127	 44,460 	42,154	2	38	111.73	234	0	no	yes	 95,913 	0.019	Proteobacteria	1224	89.47	Sphingomonas sp. 35-24ZXX	1545915	21.05	1: root	0	0	0	no	no	no	4
523	17	putative virus ph11 (crish F)	0.01	26	72,229	 7,964 	3,219	7	31.82	4.77	72	0	no	yes	 2,412 	1.077	Clostridiales	186802	100	Clostridium sp. CAG:265	1262787	57.69	1: root	0	0	0	no	no	no	2
528	1	crAssphage	16.75	6	93,722	 31,126 	21,831	2	29.37	5066.21	89	0	no	yes	 3,278,853 	94.49	uncultured phage crAssphage	1211417	99.63	uncultured phage crAssphage	1211417	99.63	1: root	0	0	0	no	no	no	0
528	2	putative virus ph2 (crish B)	9.34	1	95,540	 95,540 	95,540	1	31.48	2772.41	160	0	no	yes	 1,821,078 	0.453	Bacteroides vulgatus	821	95.77	Bacteroides vulgatus dnLKV7	1235786	95.77	1: root	0	0	0	no	no	no	0
528	3	Escherichia coli	5.44	166	4,961,180	 164,850 	77,109	23	50.83	31.06	4713	6	no	no	 1,070,227 	99.9	Escherichia coli	562	95.53	Escherichia coli	562	19.37	5124: f__Enterobacteriaceae	99.59	0.89	66.67	yes	no	no	15
528	4	Eubacterium sp.	4.54	58	3,066,341	 183,422 	79,774	14	38.23	41.99	2667	6	no	no	 892,965 	94.37	Eubacterium	1730	96.33	[Eubacterium] hallii DSM 3353	411469	48.99	1212: o__Clostridiales	98.66	1.34	50	yes	yes	no	16
528	5	unidentified organism dm5 (Clostridiales-like)	3.6	24	2,015,971	 251,227 	107,065	7	41.45	50.55	1838	3	no	no	 707,631 	16.3	Clostridiales	186802	87.44	Ruminococcus lactaris ATCC 29176	471875	13.37	1256: f__Lachnospiraceae	80.12	0	0	no	no	no	17
528	6	putative virus ph2 (crish B)	3.06	1	103,272	 103,272 	103,272	1	33.36	840.77	192	0	yes	yes	 597,057 	0.092	Bacteria	2	100	Bacteroides caccae CAG:21	1263037	61.26	1: root	0	0	0	no	no	no	0
528	7	bacterium LF-3	1.71	65	2,592,042	 123,946 	65,464	16	29.08	18.69	2696	3	no	no	 335,200 	86.49	bacterium LF-3	1504823	98.13	bacterium LF-3	1504823	98.13	2372: k__Bacteria	91.51	0	0	no	no	no	14
528	8	Collinsella sp.	1.39	45	2,390,655	 181,825 	94,753	9	59.78	16.49	2145	1	no	no	 275,967 	65.47	Collinsella	102106	96.51	Collinsella sp. 4_8_47FAA	742722	32.76	2112: p__Actinobacteria	99.19	0.97	0	yes	no	no	18
528	9	putative virus ph18	0.32	5	285,101	 126,036 	84,429	2	47.03	31.4	294	0	no	yes	 62,420 	0.092	Clostridiales	186802	79.31	Lachnospiraceae bacterium 7_1_58FAA	658087	34.48	1: root	4.17	0	0	no	no	no	9
528	10	putative virus ph8 (crish I)	0.14	1	95,760	 95,760 	95,760	1	32.12	40.87	87	0	yes	yes	 26,929 	0.022	Bacteria	2	100	Klebsiella pneumoniae	573	33.33	1: root	0	0	0	no	no	no	0
528	11	putative virus ph9	0.08	2	58,154	 54,182 	54,182	1	48.53	37.71	94	0	no	yes	 15,146 	0.019	Bacteria	2	100	Rubellimicrobium mesophilum DSM 19309	442562	33.33	1: root	0	0	0	no	no	no	0
538	1	Clostridiales bacterium	8.72	97	2,669,186	 114,033 	40,636	26	41.8	451.07	2349	5	no	no	 8,173,193 	96.98	Clostridiales	186802	99.92	Blautia wexlerae DSM 19850	1121115	31.45	1226: o__Clostridiales	84.49	0.84	50	no	no	no	15
538	2	Eubacterium sp.	7.14	35	2,988,624	 262,341 	119,323	8	38.36	329.7	2581	8	no	no	 6,684,803 	89.65	Eubacterium	1730	98.96	[Eubacterium] hallii DSM 3353	411469	51.52	1212: o__Clostridiales	97.32	1.34	0	no	no	no	15
538	3	Escherichia coli	3.37	212	5,331,106	 237,566 	56,155	29	50.74	87.24	5086	5	no	no	 3,152,361 	99.81	Escherichia coli	562	94.09	Escherichia coli	562	18.8	5124: f__Enterobacteriaceae	99.97	0.3	25	yes	no	no	17
538	4	Enterococcus faecium	2.97	29	2,776,677	 318,029 	247,156	5	38.27	147.86	2697	5	no	no	 2,770,448 	99.37	Enterococcus faecium	1352	98.05	Enterococcus faecium Com15	565663	33.08	544: o__Lactobacillales	99.62	0	0	yes	no	no	18
538	5	Blautia sp. CAG:52	1.77	34	2,855,317	 316,806 	129,074	7	44.47	85.33	2508	6	no	no	 1,659,197 	91.88	Blautia sp. CAG:52	1262758	84.68	Blautia sp. CAG:52	1262758	84.68	1226: o__Clostridiales	99.05	1.27	0	yes	yes	no	17
538	6	crAssphage	1.57	1	96,938	 96,938 	96,938	1	29.05	2235.76	93	0	yes	yes	 1,470,107 	93.41	uncultured phage crAssphage	1211417	99.31	uncultured phage crAssphage	1211417	99.31	1: root	0	0	0	no	no	no	0
538	7	Blautia sp. CAG:37	1.18	291	3,461,948	 95,252 	26,153	38	48.26	46.99	3129	4	no	no	 1,108,930 	81.51	Blautia sp. CAG:37	1262757	96.87	Blautia sp. CAG:37	1262757	96.87	1226: o__Clostridiales	98.95	11.91	85.71	no	no	no	17
538	8	putative virus	0.91	1	46,137	 46,137 	46,137	1	40.95	2728.87	74	0	no	yes	 851,430 	0.57	Clostridiales	186802	92.33	Ruminococcus sp. CAG:9	1262967	45.33	1: root	0	0	0	no	no	no	0
538	9	Bacteroides sp.	0.71	40	4,304,314	 380,459 	157,601	10	46.48	22.85	3486	0	no	no	 665,655 	95.6	Bacteroides	816	99.22	Bacteroides uniformis	820	12.39	2657: o__Bacteroidales	96.51	0.46	50	no	no	no	16
538	10	Blautia sp. CAG:237	0.66	44	2,877,992	 196,983 	97,129	10	44.76	31.79	2614	6	no	no	 619,064 	90.53	Blautia sp. CAG:237	1262755	95.44	Blautia sp. CAG:237	1262755	95.44	1226: o__Clostridiales	92.21	0	0	no	no	no	14
538	11	Bacteroides fragilis	0.62	40	4,353,659	 400,047 	146,160	9	43.26	19.59	3563	0	no	no	 576,729 	99.53	Bacteroides fragilis	817	94.08	Bacteroides fragilis	817	4.24	2657: o__Bacteroidales	90.87	0.19	50	yes	no	no	14
538	12	Alistipes putredinis	0.58	23	2,323,905	 558,578 	183,628	5	53.98	34.29	2040	2	no	no	 539,649 	95.55	Alistipes putredinis	28117	77.4	Alistipes putredinis DSM 17216	445970	77.4	2605: p__Bacteroidetes	99.52	0.96	0	no	no	no	18
538	13	unidentified organism (Firmicutes-like)	0.35	61	2,758,276	 251,545 	61,224	12	44.25	17.48	2539	4	no	no	 326,110 	9.915	Firmicutes	1239	99.27	Firmicutes bacterium CAG:424	1263022	22.85	1226: o__Clostridiales	98.73	0	0	no	no	no	15
538	14	Eubacterium sp.	0.07	710	1,472,192	 10,316 	2,254	217	42.96	6.6	1348	0	no	no	 67,160 	96.51	Eubacterium	1730	96.04	Eubacterium rectale CAG:36	1263079	48.21	1286: f__Lachnospiraceae	57.52	1.09	0	no	no	no	3
538	15	Sutterella sp. CAG:351	0.02	379	572,141	 4,703 	1,493	144	57.71	4.55	633	1	no	no	 18,107 	77.74	Sutterella sp. CAG:351	1262975	96.43	Sutterella sp. CAG:351	1262975	96.43	3887: p__Proteobacteria	21.89	0.03	0	no	no	no	4
540	1	putative virus ph13	23.93	2	148,134	 130,602 	130,602	1	38.28	3394.28	179	0	no	yes	 3,465,265 	0.194	Parabacteroides	375288	87.47	Parabacteroides merdae CL09T00C40	999421	67.83	1: root	0	0	0	no	no	no	3
540	2	putative virus ph2 (crish B)	8.15	1	103,878	 103,878 	103,878	1	33.27	1648.62	183	0	yes	yes	 1,172,843 	0.033	Bacteria	2	100	Veillonella sp. CAG:933	1262980	40.05	1: root	0	0	0	no	no	no	0
540	3	Firmicutes bacterium	7.25	21	2,715,145	 319,868 	161,201	6	36.47	56.13	2620	6	no	no	 1,048,966 	90.98	Firmicutes	1239	99.96	Firmicutes bacterium CAG:270	1263014	64.16	1212: o__Clostridiales	97.32	2.68	0	no	yes	no	18
540	4	Eubacterium sp.	6.49	57	2,957,703	 303,967 	89,600	10	38.34	46.14	2525	9	no	no	 941,978 	93.48	Eubacterium	1730	99	[Eubacterium] hallii DSM 3353	411469	50.92	1212: o__Clostridiales	97.99	0.67	0	no	no	no	16
540	5	crAssphage	4.97	1	99,097	 99,097 	99,097	1	29.09	1054.6	94	0	no	yes	 715,422 	93.07	uncultured phage crAssphage	1211417	98.64	uncultured phage crAssphage	1211417	98.64	1: root	0	0	0	no	no	no	0
540	6	Collinsella sp.	2.99	33	2,026,481	 173,678 	100,262	8	60.04	30.98	1704	0	no	no	 436,167 	88.18	Collinsella	102106	99.12	Collinsella sp. 4_8_47FAA	742722	35.27	2112: p__Actinobacteria	95.16	0.81	0	yes	no	no	17
540	7	putative virus ph21 (crish G)	2.84	1	101,076	 101,076 	101,076	1	28.28	589.85	127	0	yes	yes	 407,487 	0.093	Bacteria	2	100	Prevotella sp. CAG:1092	1262919	74.61	1: root	0	0	0	no	no	no	8
540	8	putative virus ph1 (crish A)	1.81	1	84,502	 84,502 	84,502	1	34.63	451.08	107	0	yes	yes	 261,776 	16.94	Escherichia coli	562	99.86	Escherichia coli M17	1392862	99.85	1: root	0	0	0	no	no	no	0
540	9	putative virus	1.75	1	40,659	 40,659 	40,659	1	58.96	905.07	57	0	yes	yes	 255,483 	0.526	Firmicutes bacterium CAG:124	1263002	93.61	Firmicutes bacterium CAG:124	1263002	93.61	1: root	0	0	0	no	no	no	0
540	10	Escherichia coli	1	1384	3,577,858	 16,439 	3,031	352	50.74	5.85	3468	3	no	no	 148,035 	99.88	Escherichia coli	562	96.4	Escherichia coli	562	22.03	5124: f__Enterobacteriaceae	82.98	2.68	55.88	yes	no	yes	10
540	11	Firmicutes bacterium CAG:103	0.43	531	1,529,582	 18,889 	3,549	136	62.54	5.97	1612	0	no	no	 64,752 	88.48	Firmicutes bacterium CAG:103	1262999	96.08	Firmicutes bacterium CAG:103	1262999	96.08	203: k__Bacteria	71.25	7.52	0	no	no	no	5
540	12	Clostridium sp. CAG:302	0.43	102	1,091,931	 31,458 	12,995	30	26.77	8.26	1123	0	no	no	 62,077 	92.32	Clostridium sp. CAG:302	1262793	96.15	Clostridium sp. CAG:302	1262793	96.15	2328: k__Bacteria	79.59	0	0	no	no	no	8
540	13	unidentified organism	0.4	12	570,795	 110,724 	67,979	4	39.28	14.59	528	0	no	no	 57,749 	0.164	Clostridiales	186802	77.89	Roseburia sp. CAG:45	1262947	29.47	1: root	4.17	0	0	no	no	no	17
540	14	putative virus ph3 (crish E)	0.1	1	104,823	 104,823 	104,823	1	36.22	20.97	106	0	yes	yes	 15,084 	0.039	Bacteria	2	100	Enterobacter sp. E20	1560339	33.33	1: root	0	0	0	no	no	no	18
540	15	unidentified organism	0.06	52	206,743	 14,964 	5,555	12	52.99	6.18	259	0	no	no	 8,963 	3.48	Bifidobacterium longum	216816	75	Bifidobacterium longum subsp. longum 1-6B	1161744	20.83	1: root	0	0	0	no	no	no	7
540	16	putative virus (crish)	0.03	12	79,006	 20,161 	7,362	4	30.3	6.89	86	0	no	yes	 3,781 	0.343	Clostridium	1485	100	Clostridium sp. CAG:221	1262780	61.54	1: root	0	0	0	no	no	no	0
560	1	putative virus ph10	39.09	1	188,514	 188,514 	188,514	1	36.58	6834.15	208	0	no	yes	 8,903,854 	0.021	Bacteria	2	100	Enterobacter sp. E20	1560339	24.6	1: root	0	0	0	no	no	no	20
560	2	putative virus ph7 (crish D)	11.81	1	100,942	 100,942 	100,942	1	33.62	3855.21	102	0	no	yes	 2,686,808 	10.44	Veillonella sp. CAG:933	1262980	97.08	Veillonella sp. CAG:933	1262980	97.08	1: root	0	0	0	no	no	no	0
560	3	putative virus ph13	6.91	1	141,740	 141,740 	141,740	1	38.27	1607.48	172	0	yes	yes	 1,581,739 	0.021	Bacteria	2	100	Enterobacter sp. E20	1560339	21.01	1: root	0	0	0	no	no	no	3
560	4	Eubacterium sp. CAG:146	5.58	36	3,211,567	 295,020 	126,250	10	37.84	57.25	2901	7	no	no	 1,277,663 	88.19	Eubacterium sp. CAG:146	1262879	88.3	Eubacterium sp. CAG:146	1262879	88.3	1212: o__Clostridiales	100	2.03	0	no	yes	no	17
560	5	unidentified organism dm5 (Clostridiales-like)	3.86	30	2,425,606	 343,791 	107,891	7	41.16	52.47	2216	4	no	no	 885,865 	17.07	Clostridiales	186802	89.08	Ruminococcus lactaris CC59_002D	1073376	12.6	1256: f__Lachnospiraceae	89.47	0.58	100	no	no	no	16
